model,family,condition,div_coeff,subject,n,acc,logpcc,margin,logpcc_ln,margin_ln
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,college_medicine,173,0.213873,-5.452271,-0.122724,-5.452271,-0.122724
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,college_physics,102,0.215686,-5.416597,-0.244624,-5.416597,-0.244624
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,computer_security,100,0.280000,-5.478542,0.196016,-5.478542,0.196016
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,conceptual_physics,235,0.263830,-5.345673,0.145305,-5.345673,0.145305
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,econometrics,114,0.236842,-5.249242,0.037581,-5.249242,0.037581
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,electrical_engineering,145,0.241379,-5.151239,-0.040629,-5.151239,-0.040629
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,elementary_mathematics,378,0.208995,-5.609120,-0.177230,-5.609120,-0.177230
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,formal_logic,126,0.285714,-4.588980,0.187119,-4.588980,0.187119
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,global_facts,100,0.180000,-5.642484,-0.106446,-5.642484,-0.106446
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_biology,310,0.180645,-5.256418,-0.315472,-5.256418,-0.315472
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_chemistry,203,0.177340,-5.182423,-0.271794,-5.182423,-0.271794
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_computer_science,100,0.250000,-5.717980,-0.056225,-5.717980,-0.056225
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_european_history,165,0.218182,-5.955323,-0.100780,-5.955323,-0.100780
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_geography,198,0.176768,-5.787668,-0.355632,-5.787668,-0.355632
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_government_and_politics,193,0.196891,-6.120500,-0.276259,-6.120500,-0.276259
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_macroeconomics,390,0.202564,-5.936546,-0.277946,-5.936546,-0.277946
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_mathematics,270,0.211111,-5.522542,-0.198044,-5.522542,-0.198044
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_microeconomics,238,0.210084,-5.946464,-0.233854,-5.946464,-0.233854
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_physics,151,0.198675,-5.847921,-0.340611,-5.847921,-0.340611
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_psychology,545,0.192661,-5.938841,-0.304866,-5.938841,-0.304866
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_statistics,216,0.152778,-5.900220,-0.511214,-5.900220,-0.511214
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_us_history,204,0.250000,-5.803513,0.039882,-5.803513,0.039882
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,high_school_world_history,237,0.270042,-5.929761,0.110297,-5.929761,0.110297
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,human_aging,223,0.313901,-5.107872,0.357601,-5.107872,0.357601
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,human_sexuality,131,0.259542,-5.615563,0.105229,-5.615563,0.105229
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,international_law,121,0.239669,-5.869410,-0.128015,-5.869410,-0.128015
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,jurisprudence,108,0.259259,-5.395408,0.180233,-5.395408,0.180233
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,logical_fallacies,163,0.220859,-5.859258,-0.223895,-5.859258,-0.223895
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,machine_learning,112,0.312500,-5.006988,0.472031,-5.006988,0.472031
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,management,103,0.174757,-5.883644,-0.349764,-5.883644,-0.349764
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,marketing,234,0.290598,-5.701932,0.215556,-5.701932,0.215556
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,medical_genetics,100,0.310000,-4.487074,0.266112,-4.487074,0.266112
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,miscellaneous,783,0.237548,-5.508211,-0.046540,-5.508211,-0.046540
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,moral_disputes,346,0.248555,-5.811150,-0.030194,-5.811150,-0.030194
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,moral_scenarios,895,0.237989,-6.074944,-0.053036,-6.074944,-0.053036
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,nutrition,306,0.218954,-5.218058,-0.104223,-5.218058,-0.104223
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,philosophy,311,0.186495,-6.273026,-0.361275,-6.273026,-0.361275
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,prehistory,324,0.212963,-5.669194,-0.186750,-5.669194,-0.186750
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,professional_accounting,282,0.234043,-5.853626,-0.091695,-5.853626,-0.091695
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,professional_law,1534,0.245763,-6.205431,-0.036575,-6.205431,-0.036575
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,professional_medicine,272,0.194853,-5.268072,-0.141442,-5.268072,-0.141442
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,professional_psychology,612,0.250000,-5.914428,0.015946,-5.914428,0.015946
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,public_relations,110,0.218182,-5.730781,-0.086346,-5.730781,-0.086346
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,security_studies,245,0.187755,-6.044826,-0.275286,-6.044826,-0.275286
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,sociology,201,0.243781,-6.265302,-0.033994,-6.265302,-0.033994
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,us_foreign_policy,100,0.280000,-5.744128,0.112280,-5.744128,0.112280
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,virology,166,0.283133,-5.056067,0.214937,-5.056067,0.214937
GPT2_345M_2.2B_USPTO,GPT2-345M,uspto,0.158,world_religions,171,0.321637,-5.105430,0.281003,-5.105430,0.281003
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,abstract_algebra,100,0.220000,-5.080992,-0.080457,-5.080992,-0.080457
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,anatomy,135,0.192593,-5.524936,-0.106687,-5.524936,-0.106687
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,astronomy,152,0.177632,-6.081963,-0.211941,-6.081963,-0.211941
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,business_ethics,100,0.300000,-5.926498,0.217502,-5.926498,0.217502
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,clinical_knowledge,265,0.215094,-5.995501,-0.272338,-5.995501,-0.272338
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,college_biology,144,0.256944,-5.453253,0.030336,-5.453253,0.030336
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,college_chemistry,100,0.170000,-5.470906,-0.407521,-5.470906,-0.407521
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,college_computer_science,100,0.250000,-5.643732,-0.031724,-5.643732,-0.031724
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,college_mathematics,100,0.210000,-5.692110,-0.253905,-5.692110,-0.253905
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,college_medicine,173,0.208092,-5.748555,-0.166359,-5.748555,-0.166359
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,college_physics,102,0.225490,-5.821001,-0.280818,-5.821001,-0.280818
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,computer_security,100,0.290000,-5.663199,0.253946,-5.663199,0.253946
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,conceptual_physics,235,0.263830,-5.861571,0.019101,-5.861571,0.019101
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,econometrics,114,0.245614,-5.709229,0.014500,-5.709229,0.014500
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,electrical_engineering,145,0.241379,-5.506572,0.064567,-5.506572,0.064567
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,elementary_mathematics,378,0.206349,-6.080488,-0.197567,-6.080488,-0.197567
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,formal_logic,126,0.277778,-4.994812,-0.058754,-4.994812,-0.058754
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,global_facts,100,0.180000,-6.409580,-0.209067,-6.409580,-0.209067
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_biology,310,0.180645,-5.725576,-0.311378,-5.725576,-0.311378
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_chemistry,203,0.177340,-5.346915,-0.230839,-5.346915,-0.230839
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_computer_science,100,0.250000,-5.707194,0.122381,-5.707194,0.122381
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_european_history,165,0.224242,-6.138017,-0.049814,-6.138017,-0.049814
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_geography,198,0.176768,-6.251477,-0.354895,-6.251477,-0.354895
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_government_and_politics,193,0.196891,-6.645423,-0.324285,-6.645423,-0.324285
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_macroeconomics,390,0.205128,-6.331572,-0.344858,-6.331572,-0.344858
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_mathematics,270,0.211111,-6.063116,-0.180710,-6.063116,-0.180710
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_microeconomics,238,0.210084,-6.402746,-0.312436,-6.402746,-0.312436
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_physics,151,0.198675,-6.210555,-0.303280,-6.210555,-0.303280
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_psychology,545,0.192661,-6.360561,-0.329330,-6.360561,-0.329330
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_statistics,216,0.162037,-6.393695,-0.605808,-6.393695,-0.605808
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_us_history,204,0.250000,-6.039913,0.071689,-6.039913,0.071689
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,high_school_world_history,237,0.270042,-5.968541,0.144134,-5.968541,0.144134
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,human_aging,223,0.318386,-5.694013,0.206063,-5.694013,0.206063
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,human_sexuality,131,0.259542,-5.953679,0.040859,-5.953679,0.040859
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,international_law,121,0.239669,-6.448940,0.057403,-6.448940,0.057403
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,jurisprudence,108,0.259259,-5.991565,0.109126,-5.991565,0.109126
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,logical_fallacies,163,0.220859,-6.215195,-0.211055,-6.215195,-0.211055
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,machine_learning,112,0.321429,-5.226167,0.442696,-5.226167,0.442696
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,management,103,0.174757,-6.409332,-0.491578,-6.409332,-0.491578
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,marketing,234,0.290598,-5.767673,0.284208,-5.767673,0.284208
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,medical_genetics,100,0.300000,-5.048189,0.230405,-5.048189,0.230405
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,miscellaneous,783,0.236271,-5.731952,-0.038188,-5.731952,-0.038188
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,moral_disputes,346,0.248555,-6.183476,0.059042,-6.183476,0.059042
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,moral_scenarios,895,0.237989,-5.853586,-0.059275,-5.853586,-0.059275
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,nutrition,306,0.218954,-5.539245,-0.105353,-5.539245,-0.105353
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,philosophy,311,0.186495,-6.512335,-0.317691,-6.512335,-0.317691
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,prehistory,324,0.216049,-5.927343,-0.141163,-5.927343,-0.141163
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,professional_accounting,282,0.237589,-5.993284,-0.057569,-5.993284,-0.057569
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,professional_law,1534,0.245763,-6.410787,0.016236,-6.410787,0.016236
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,professional_medicine,272,0.191176,-5.299139,-0.288379,-5.299139,-0.288379
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,professional_psychology,612,0.251634,-6.193590,0.037970,-6.193590,0.037970
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,public_relations,110,0.218182,-6.456518,-0.284277,-6.456518,-0.284277
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,security_studies,245,0.187755,-6.547913,-0.315129,-6.547913,-0.315129
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,sociology,201,0.243781,-6.585887,-0.041464,-6.585887,-0.041464
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,us_foreign_policy,100,0.280000,-6.062427,0.153102,-6.062427,0.153102
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,virology,166,0.283133,-5.341940,0.127351,-5.341940,0.127351
GPT2_345M_2.2B_USPTOAndPubMedAbs,GPT2-345M,mix,0.195,world_religions,171,0.321637,-5.355820,0.393836,-5.355820,0.393836
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,abstract_algebra,100,0.250000,-4.917724,-0.056755,-4.917724,-0.056755
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,anatomy,135,0.214815,-5.147172,-0.078976,-5.147172,-0.078976
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,astronomy,152,0.230263,-4.801899,-0.023446,-4.801899,-0.023446
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,business_ethics,100,0.330000,-4.977462,0.167760,-4.977462,0.167760
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,clinical_knowledge,265,0.222642,-5.273708,-0.064299,-5.273708,-0.064299
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,college_biology,144,0.243056,-4.549972,-0.017732,-4.549972,-0.017732
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,college_chemistry,100,0.190000,-4.618989,-0.061356,-4.618989,-0.061356
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,college_computer_science,100,0.190000,-4.975420,-0.093187,-4.975420,-0.093187
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,college_mathematics,100,0.230000,-4.895307,-0.028708,-4.895307,-0.028708
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,college_medicine,173,0.260116,-4.997986,-0.063550,-4.997986,-0.063550
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,college_physics,102,0.245098,-4.733933,0.015082,-4.733933,0.015082
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,computer_security,100,0.280000,-4.961773,-0.036486,-4.961773,-0.036486
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,conceptual_physics,235,0.276596,-4.722801,0.075624,-4.722801,0.075624
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,econometrics,114,0.219298,-4.704925,-0.046206,-4.704925,-0.046206
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,electrical_engineering,145,0.275862,-4.764116,-0.031306,-4.764116,-0.031306
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,elementary_mathematics,378,0.216931,-5.256311,-0.037639,-5.256311,-0.037639
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,formal_logic,126,0.269841,-4.836411,0.041464,-4.836411,0.041464
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,global_facts,100,0.190000,-5.669721,-0.006375,-5.669721,-0.006375
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_biology,310,0.232258,-4.680690,-0.014223,-4.680690,-0.014223
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_chemistry,203,0.211823,-4.703264,-0.060662,-4.703264,-0.060662
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_computer_science,100,0.230000,-5.105134,-0.023749,-5.105134,-0.023749
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_european_history,165,0.230303,-5.138826,-0.055908,-5.138826,-0.055908
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_geography,198,0.237374,-4.850332,-0.005145,-4.850332,-0.005145
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_government_and_politics,193,0.212435,-5.465802,-0.056318,-5.465802,-0.056318
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_macroeconomics,390,0.217949,-5.513813,-0.061797,-5.513813,-0.061797
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_mathematics,270,0.211111,-5.308285,-0.077977,-5.308285,-0.077977
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_microeconomics,238,0.201681,-5.329108,-0.063933,-5.329108,-0.063933
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_physics,151,0.225166,-4.918759,-0.041119,-4.918759,-0.041119
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_psychology,545,0.242202,-5.126770,-0.021847,-5.126770,-0.021847
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_statistics,216,0.175926,-5.456907,-0.178087,-5.456907,-0.178087
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_us_history,204,0.240196,-5.217931,0.007963,-5.217931,0.007963
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,high_school_world_history,237,0.257384,-5.165338,0.053335,-5.165338,0.053335
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,human_aging,223,0.322870,-5.361035,0.092331,-5.361035,0.092331
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,human_sexuality,131,0.221374,-5.257302,-0.010270,-5.257302,-0.010270
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,international_law,121,0.247934,-5.285231,0.060565,-5.285231,0.060565
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,jurisprudence,108,0.250000,-5.350816,0.008190,-5.350816,0.008190
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,logical_fallacies,163,0.226994,-5.281813,-0.045103,-5.281813,-0.045103
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,machine_learning,112,0.339286,-4.831710,0.214419,-4.831710,0.214419
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,management,103,0.174757,-5.024524,-0.000124,-5.024524,-0.000124
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,marketing,234,0.269231,-4.866131,0.030413,-4.866131,0.030413
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,medical_genetics,100,0.280000,-4.551487,0.053183,-4.551487,0.053183
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,miscellaneous,783,0.226054,-4.731425,0.001726,-4.731425,0.001726
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,moral_disputes,346,0.222543,-5.560835,-0.009050,-5.560835,-0.009050
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,moral_scenarios,895,0.237989,-5.452115,-0.006628,-5.452115,-0.006628
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,nutrition,306,0.238562,-5.138375,-0.013540,-5.138375,-0.013540
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,philosophy,311,0.205788,-5.505132,-0.030527,-5.505132,-0.030527
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,prehistory,324,0.225309,-4.833247,-0.051135,-4.833247,-0.051135
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,professional_accounting,282,0.251773,-5.424941,0.014197,-5.424941,0.014197
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,professional_law,1534,0.254237,-5.625533,0.009224,-5.625533,0.009224
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,professional_medicine,272,0.227941,-4.936048,0.010563,-4.936048,0.010563
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,professional_psychology,612,0.236928,-5.424627,-0.017591,-5.424627,-0.017591
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,public_relations,110,0.245455,-5.019328,0.007588,-5.019328,0.007588
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,security_studies,245,0.200000,-5.998048,-0.151067,-5.998048,-0.151067
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,sociology,201,0.293532,-5.318257,0.066371,-5.318257,0.066371
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,us_foreign_policy,100,0.220000,-5.205088,-0.051796,-5.205088,-0.051796
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,virology,166,0.337349,-4.684239,0.151869,-4.684239,0.151869
GPT2_51M_1.31B_PubMedAbs,GPT2-51M-1.31B,pubmed,0.168,world_religions,171,0.257310,-4.665387,0.009962,-4.665387,0.009962
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,abstract_algebra,100,0.220000,-4.956027,-0.184540,-4.956027,-0.184540
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,anatomy,135,0.185185,-5.954189,-0.334191,-5.954189,-0.334191
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,astronomy,152,0.177632,-5.706748,-0.199595,-5.706748,-0.199595
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,business_ethics,100,0.300000,-5.517601,0.182138,-5.517601,0.182138
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,clinical_knowledge,265,0.215094,-5.880524,-0.074961,-5.880524,-0.074961
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,college_biology,144,0.256944,-5.405830,0.000431,-5.405830,0.000431
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,college_chemistry,100,0.200000,-5.021585,-0.038780,-5.021585,-0.038780
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,college_computer_science,100,0.260000,-5.187442,0.014594,-5.187442,0.014594
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,college_mathematics,100,0.210000,-5.251103,-0.156186,-5.251103,-0.156186
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,college_medicine,173,0.208092,-5.662022,-0.074726,-5.662022,-0.074726
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,college_physics,102,0.215686,-5.171422,0.018396,-5.171422,0.018396
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,computer_security,100,0.280000,-5.208926,0.066068,-5.208926,0.066068
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,conceptual_physics,235,0.263830,-5.650626,0.006271,-5.650626,0.006271
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,econometrics,114,0.236842,-6.124433,-0.072977,-6.124433,-0.072977
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,electrical_engineering,145,0.241379,-5.202720,-0.006931,-5.202720,-0.006931
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,elementary_mathematics,378,0.208995,-5.256113,-0.140332,-5.256113,-0.140332
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,formal_logic,126,0.261905,-4.582730,0.185566,-4.582730,0.185566
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,global_facts,100,0.180000,-5.889657,-0.289199,-5.889657,-0.289199
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,high_school_biology,310,0.177419,-5.493998,-0.250565,-5.493998,-0.250565
